OBJECTID,Join_Count,TARGET_FID,JOIN_FID,EGRID,COMMUNE,NO_COMM,NO_PARCELLE,IDEDDP,SURFACE,MUTMAI,MUTORI,PROVENANCE,VALIDITE,TYPE_PROPRI,PLAN_RF,EXTRAIT_RDPPF_PDF,NO_CLASSEMENT,NOM,NATURE_OBJET,DATE_ACE,PROTECTION_FEDERALE,LIEN_WWW,LIEN_ARRETE,SHAPE_Length,SHAPE_Area,x,y
"588","1","57064","505",CH289765638178,Genève-Cité,"21","4511",21:4511,"913",,"0000000",terrestre,en vigueur,privé,"20",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH289765638178,MS-c 37,Temple de la Madeleine,Parcelle,30.12.1921,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c37.pdf,121.6413782062,912.807562574605,6.1493193236,46.2020582528
"589","1","57064","932",CH289765638178,Genève-Cité,"21","4511",21:4511,"913",,"0000000",terrestre,en vigueur,privé,"20",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH289765638178,MS-c 37,Temple de la Madeleine,"Maison, immeuble",30.12.1921,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c37.pdf,121.6413782062,912.807562574605,6.1493193236,46.2020582528
"590","1","57074","912",CH758865876349,Genève-Cité,"21","7278",21:7278,"266","291995","291995",terrestre,en vigueur,DP communal,"19",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH758865876349,MS-c 98,Place du Bourg-de-Four,Parcelle,16.03.1929,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c98.pdf,83.4638030183835,266.396372315929,6.1492352244,46.2000304586
"591","1","57082","22",CH468765634689,Genève-Cité,"21","4949",21:4949,"776",,"0000000",terrestre,en vigueur,privé,"22",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH468765634689,MS-c 74,Maison Mallet,Parcelle,18.12.1923,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c74.pdf,112.348059775262,776.237967947288,6.1483483894,46.2014799300
"592","1","57116","169",CH568765639209,Genève-Cité,"21","6159",21:6159,"64979",,"0000000",terrestre,en vigueur,privé,"18",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH568765639209,MS-c 14,Palais Eynard,Parcelle,30.12.1921,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c14.pdf,1259.35902323236,64979.0285290079,6.1453861283,46.1994782996
"593","1","57281","114",CH136581635304,Genève-Cité,"21","7285",21:7285,"689","291995","291995",terrestre,en vigueur,DP communal,"20",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH136581635304,MS-c 98,Place du Bourg-de-Four,Parcelle,16.03.1929,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c98.pdf,127.413756084103,688.888039995448,6.1494615908,46.2008620887
"594","1","57296","680",CH176386956566,Cologny,"17","2341",17:2341,"9092","0042021","102012",terrestre,en vigueur,privé,"28",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH176386956566,MS-c 263,Domaine de Notre-Dame du Lac,"Maison, immeuble",27.08.2008,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c263.pdf,511.702025944335,9092.39904357615,6.1927031066,46.2323995836
"595","1","57309","483",CH655865806341,Genève-Cité,"21","7296",21:7296,"625","291995","291995",terrestre,en vigueur,DP communal,"22",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH655865806341,MS-c 35,Cathédrale Saint-Pierre,"Maison, immeuble","30.12.1921,30.12.1921",Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c35.pdf,174.447942163298,624.501057383676,6.1486955509,46.2008779047
"596","1","57309","684",CH655865806341,Genève-Cité,"21","7296",21:7296,"625","291995","291995",terrestre,en vigueur,DP communal,"22",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH655865806341,MS-c 34,Chapelle des Macchabées,Parcelle,"30.12.1921,30.12.1921",Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c34.pdf,174.447942163298,624.501057383676,6.1486955509,46.2008779047
"597","1","57429","242",CH568165634029,Genève-Petit-Saconnex,"23","1040",23:1040,"309","0482016","0000000",terrestre,en vigueur,privé,"35",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH568165634029,MS-c 236,Maison Ronde,"Maison, immeuble",28.06.1995,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c236.pdf,70.4806237713198,308.763613409941,6.1287721180,46.2057947191
"598","1","57873","254",CH808663746544,Genève-Petit-Saconnex,"23","5445",23:5445,"943",,"502010",terrestre,en vigueur,privé,"43",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH808663746544,MS-c 152,Partie de la propriété Masset,Parcelle,11.09.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c152.pdf,143.820755971823,942.866702428348,6.1173541203,46.2048495667
"599","1","58106","185",CH546365871845,Genève-Petit-Saconnex,"23","4743",23:4743,"14701","0232015","1081946",terrestre,en vigueur,DP cantonal,"44",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH546365871845,MS-c 152,Partie de la propriété Masset,Parcelle,11.09.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c152.pdf,657.050496566015,14701.4575887767,6.1146347517,46.2023573998
"600","1","58414","946",CH516391658454,Confignon,"18","11682",18:11682,"18764","0052022","0052009",terrestre,en vigueur,privé,"4",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH516391658454,MS-c 64,Bois au bord de l'Aire,Parcelle,"19.09.1934,16.01.1935,09.11.1923","-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c64.pdf,850.728159448322,18764.2942598646,6.0926752155,46.1732836092
"601","1","58433","340",CH568365636448,Genève-Petit-Saconnex,"23","4499",23:4499,"23991","0232015","871992",terrestre,en vigueur,privé,"44",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH568365636448,MS-c 152,Partie de la propriété Masset,Parcelle,11.09.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c152.pdf,879.336673141397,23991.0905653133,6.1152381289,46.2028260510
"602","1","58543","205",CH996597876387,Genève-Petit-Saconnex,"23","5558",23:5558,"2107",,"132013",terrestre,en vigueur,privé,"40",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH996597876387,MS-c 99-100,Falaises de Saint-Jean,Parcelle,07.05.1929,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c99-100.pdf,241.411898877916,2107.25050776844,6.1221120163,46.2021316651
"603","1","58548","935",CH109363576547,Genève-Petit-Saconnex,"23","5904",23:5904,"1094",,"172022",terrestre,en vigueur,privé,"43",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH109363576547,MS-c 152,Partie de la propriété Masset,Parcelle,11.09.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c152.pdf,137.992780693052,1094.30823991986,6.1175022382,46.2042116873
"604","1","58623","743",CH816374658606,Genève-Petit-Saconnex,"23","5446",23:5446,"3574",,"502010",terrestre,en vigueur,privé,"43",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH816374658606,MS-c 152,Partie de la propriété Masset,Parcelle,11.09.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c152.pdf,259.827628166925,3574.40600328687,6.1167832747,46.2049204188
"605","1","58682","413",CH358865846397,Genève-Petit-Saconnex,"23","5249",23:5249,"3387","0742012","0652008",terrestre,en vigueur,privé,"49",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH358865846397,MS-c 265,Ancien bâtiment administratif de l'usine Tavaro,"Maison, immeuble",28.03.2012,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c265.pdf,275.115019810159,3386.85001010139,6.1198330439,46.2093575791
"606","1","58686","95",CH508763806504,Genève-Petit-Saconnex,"23","1039",23:1039,"308","0482016","0000000",terrestre,en vigueur,privé,"35",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH508763806504,MS-c 236,Maison Ronde,"Maison, immeuble",28.06.1995,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c236.pdf,70.3072341598504,307.856745817913,6.1286098970,46.2058883425
"607","1","58726","645",CH552265806377,Genève-Petit-Saconnex,"23","1038",23:1038,"273","0482016","0000000",terrestre,en vigueur,privé,"35",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH552265806377,MS-c 236,Maison Ronde,"Maison, immeuble",28.06.1995,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c236.pdf,68.9295966650393,273.052340593568,6.1285761929,46.2060276542
"608","1","58792","474",CH452565836321,Genève-Petit-Saconnex,"23","1411",23:1411,"144","0232015","0000000",terrestre,en vigueur,privé,"45",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH452565836321,MS-c 152,Partie de la propriété Masset,Parcelle,11.09.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c152.pdf,49.2314745653311,143.863758437719,6.1130906043,46.2031734154
"609","1","58808","13",CH468865638424,Cartigny,"9","1010",9:1010,"1289",,"0000000",terrestre,en vigueur,privé,"27",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH468865638424,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,220.51005835245,1288.99445170394,6.0271422224,46.1790741104
"610","1","58809","112",CH576388846542,Cartigny,"9","1706",9:1706,"3910",,"0000000",terrestre,en vigueur,privé,"27",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH576388846542,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,432.151505872501,3909.93055734405,6.0275081179,46.1795599178
"611","1","58847","217",CH608863846528,Cartigny,"9","1002",9:1002,"3162",,"0000000",terrestre,en vigueur,privé,"27",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH608863846528,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,295.741051501302,3162.48610479793,6.0254030100,46.1779629722
"612","1","58926","126",CH846365831060,Genève-Cité,"21","6429",21:6429,"2011","0302023","0000000",terrestre,en vigueur,privé,"34",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH846365831060,MS-c 261,Eglise catholique du Sacré-Coeur,"Maison, immeuble",26.09.2007,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c261.pdf,390.245654528161,2010.76123764009,6.1415668721,46.2005410392
"613","1","58926","368",CH846365831060,Genève-Cité,"21","6429",21:6429,"2011","0302023","0000000",terrestre,en vigueur,privé,"34",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH846365831060,MS-c 261,Eglise catholique du Sacré-Coeur,Parcelle,26.09.2007,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c261.pdf,390.245654528161,2010.76123764009,6.1415668721,46.2005410392
"614","1","58997","12",CH881665638817,Cartigny,"9","1007",9:1007,"1227",,"0000000",terrestre,en vigueur,privé,"27",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH881665638817,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,199.602487737121,1226.98131255566,6.0264814367,46.1792986798
"615","1","59046","875",CH916316658807,Cartigny,"9","1934",9:1934,"2743",,"0000000",terrestre,en vigueur,privé,"26",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH916316658807,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,418.5583513845,2743.47903531252,6.0245649072,46.1774323680
"616","1","59074","65",CH316369658132,Genève-Petit-Saconnex,"23","1042",23:1042,"273","0482016","0000000",terrestre,en vigueur,privé,"35",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH316369658132,MS-c 236,Maison Ronde,"Maison, immeuble",28.06.1995,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c236.pdf,69.0902285293273,273.30461107444,6.1291287502,46.2059004241
"617","1","59118","561",CH981865638529,Genève-Petit-Saconnex,"23","5304",23:5304,"34907","0732009","0132007",terrestre,en vigueur,privé,"44",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH981865638529,MS-c 152,Partie de la propriété Masset,Parcelle,11.09.1959,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c152.pdf,1103.40636168555,34907.0165711199,6.1157526261,46.2039398039
"618","1","59142","883",CH728866656358,Cartigny,"9","2487",9:2487,"138650",,"0000000",terrestre,en vigueur,privé,"27",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH728866656358,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,3264.52986239815,138649.778638749,6.0241304020,46.1807134440
"619","1","59155","915",CH168965639192,Cartigny,"9","808",9:808,"2398",,"0000000",terrestre,en vigueur,privé,"26",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH168965639192,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,200.700312809072,2397.96663137978,6.0231919255,46.1778327121
"620","1","59176","775",CH928816656352,Cartigny,"9","1017",9:1017,"3256",,"0000000",terrestre,en vigueur,privé,"26",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH928816656352,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,371.124580427985,3256.12394018733,6.0252819923,46.1777115240
"621","1","59177","124",CH946365881605,Cartigny,"9","807",9:807,"8388",,"0000000",terrestre,en vigueur,privé,"26",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH946365881605,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,430.164241546209,8387.8029453535,6.0229325483,46.1773937738
"622","1","59227","319",CH228823656333,Cartigny,"9","2761",9:2761,"26988",,"0000000",terrestre,en vigueur,DP cantonal,"26",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH228823656333,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,1150.61940965604,26987.663355437,6.0179595485,46.1806052455
"623","1","59230","966",CH228973656341,Cartigny,"9","2173",9:2173,"1984",,"0000000",terrestre,en vigueur,privé,"28",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH228973656341,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,210.939138151883,1983.71227179159,6.0271982871,46.1810232066
"624","1","59236","297",CH646365899030,Cartigny,"9","2766",9:2766,"601",,"0000000",terrestre,en vigueur,DP communal,"26",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH646365899030,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,267.234506329423,600.963563320945,6.0188016076,46.1786432169
"625","1","59241","45",CH328912656371,Russin,"40","2459",40:2459,"5055","131987","131987",terrestre,en vigueur,privé,"18",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH328912656371,MS-c 250,Château Fazy,Parcelle,15.11.2000,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c250.pdf,284.387048864025,5055.32018056888,6.0134120598,46.1860390077
"626","1","59246","550",CH851565896340,Cartigny,"9","1003",9:1003,"3217",,"0000000",terrestre,en vigueur,privé,"27",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH851565896340,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,285.471977478234,3216.94497880602,6.0256836514,46.1781153037
"627","1","59325","297",CH376387596597,Cartigny,"9","2484",9:2484,"50463",,"0000000",terrestre,en vigueur,privé,"26",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH376387596597,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,1911.62029376561,50462.9339548449,6.0183374304,46.1797214454
"628","1","59334","874",CH628759656385,Cartigny,"9","809",9:809,"43722",,"0000000",terrestre,en vigueur,privé,"26",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH628759656385,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,1073.58035130219,43722.1721503877,6.0208233406,46.1781342666
"629","1","59436","265",CH276388546540,Russin,"40","740",40:740,"217","0032015","0000000",terrestre,en vigueur,privé,"18",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH276388546540,MS-c 200,Temple de Russin,"Maison, immeuble",09.07.1975,Oui,https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c200.pdf,83.5939233208713,216.922513867667,6.0140515619,46.1874926283
"630","1","59533","275",CH752865806341,Satigny,"41","7606",41:7606,"2760","0032023","641987",terrestre,en vigueur,privé,"60",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH752865806341,MS-c 165,Domaine du Saugey à Satigny,Parcelle,31.01.1961,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c165.pdf,405.296084095425,2760.39619864102,6.0312493352,46.2157107516
"631","1","59599","383",CH528016656316,Cartigny,"9","804",9:804,"10839",,"0000000",terrestre,en vigueur,privé,"26",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH528016656316,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,520.663202256207,10839.1392946623,6.0240213041,46.1771684354
"632","1","59601","367",CH496580786349,Cartigny,"9","2398",9:2398,"12595",,"0000000",terrestre,en vigueur,privé,"27",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH496580786349,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,436.246843712227,12595.0907130151,6.0283060636,46.1801266640
"633","1","59621","69",CH436581637772,Cartigny,"9","1011",9:1011,"1219",,"0000000",terrestre,en vigueur,privé,"27",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH436581637772,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,191.964925703229,1219.01258478232,6.0273505182,46.1792290917
"634","1","59654","781",CH536581637738,Cartigny,"9","1005",9:1005,"3235",,"0000000",terrestre,en vigueur,privé,"27",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH536581637738,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,278.442615469474,3235.44282599634,6.0261573400,46.1785528766
"635","1","59743","136",CH568065638808,Cartigny,"9","1709",9:1709,"2248",,"0000000",terrestre,en vigueur,privé,"28",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH568065638808,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,250.486616053411,2248.23021500868,6.0274641337,46.1807488026
"636","1","59752","686",CH628088656313,Cartigny,"9","1401",9:1401,"2321",,"0000000",terrestre,en vigueur,privé,"26",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH628088656313,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,395.882317730161,2320.87640308449,6.0249339004,46.1774621591
"637","1","59790","152",CH636580638802,Cartigny,"9","1018",9:1018,"3892",,"0000000",terrestre,en vigueur,privé,"26",https://ge.ch/terecadastrews/RdppfSVC.svc/extract/pdf/?EGRID=CH636580638802,MS-c 134,Ancienne boucle du Rhône,Parcelle,02.10.1956,"-",https://patrimoine.app.ge.ch/fr,https://ge.ch/sitg/geodata/SIPATRIMOINE/SI-EVI-OPS/EVI/edition/objets/MS-c_MS-i/MS-c_Arretes/MS-c134.pdf,408.88011315402,3892.36176414218,6.0251870325,46.1774630760
